sample_id,modality,modality_importance,rank,grid_start,grid_end_exclusive,span_length,mean_gate,mean_occlusion,evidence_score,start_sec_approx,end_sec_approx,audio_start_sec_approx,audio_end_sec_approx,text_fragment_approx,keyframe_path,mapping_method
04,text,0.7580231428146362,1,0,1,1,0.256023645401001,0.015181195922195911,0.6671448945999146,0.0,0.138,,,If,,uniform_valid_grid_to_video_duration
04,text,0.7580231428146362,2,8,9,1,0.22983379662036896,0.03215087577700615,0.6368833184242249,1.104,1.242,,,at,,uniform_valid_grid_to_video_duration
04,audio,0.013704583048820496,1,27,30,3,0.2326015681028366,0.00042947696056216955,1.1948668956756592,3.7260000000000004,4.14,3.7260000000000004,4.14,,,uniform_valid_grid_to_video_duration
04,audio,0.013704583048820496,2,31,33,2,0.2326590120792389,0.0004884694935753942,1.136854648590088,4.2780000000000005,4.554,4.2780000000000005,4.554,,,uniform_valid_grid_to_video_duration
04,vision,0.22827228903770447,1,10,19,9,0.2730364203453064,0.01060471497476101,2.333296298980713,1.38,2.622,,,,outputs/q3/evidence_frames/04_vision_rank1.jpg,uniform_valid_grid_to_video_duration
04,vision,0.22827228903770447,2,8,9,1,0.25995203852653503,0.011516384780406952,0.5624153017997742,1.104,1.242,,,,outputs/q3/evidence_frames/04_vision_rank2.jpg,uniform_valid_grid_to_video_duration
05,text,0.5070024132728577,1,0,2,2,0.2720240354537964,0.02680402807891369,1.119566798210144,0.0,0.244,,,Hi,,uniform_valid_grid_to_video_duration
05,text,0.5070024132728577,2,40,44,4,0.25457116961479187,0.005730288568884134,0.19855846464633942,4.88,5.367999999999999,,,Wagon Marketing,,uniform_valid_grid_to_video_duration
05,audio,0.035450782626867294,1,20,22,2,0.24078306555747986,0.0002842764079105109,1.3167648315429688,2.44,2.6839999999999997,2.44,2.6839999999999997,,,uniform_valid_grid_to_video_duration
05,audio,0.035450782626867294,2,41,44,3,0.2393772155046463,0.0002848082222044468,1.304434061050415,5.002,5.367999999999999,5.002,5.367999999999999,,,uniform_valid_grid_to_video_duration
05,vision,0.4575468599796295,1,0,6,6,0.2635534703731537,0.016360262408852577,1.5530630350112915,0.0,0.7319999999999999,,,,outputs/q3/evidence_frames/05_vision_rank1.jpg,uniform_valid_grid_to_video_duration
05,vision,0.4575468599796295,2,8,9,1,0.2580886781215668,0.01119082048535347,0.31652334332466125,0.976,1.0979999999999999,,,,outputs/q3/evidence_frames/05_vision_rank2.jpg,uniform_valid_grid_to_video_duration
06,text,0.616929829120636,1,0,1,1,0.2627515196800232,0.029835257679224014,1.0,0.0,0.16466666666666666,,,If,,uniform_valid_grid_to_video_duration
06,text,0.616929829120636,2,44,50,6,0.24661582708358765,0.017241673544049263,0.9216208457946777,7.245333333333333,8.233333333333333,,,this movie solely for that,,uniform_valid_grid_to_video_duration
06,audio,0.014437926933169365,1,41,48,7,0.24045538902282715,0.0011991376522928476,1.7128134965896606,6.751333333333332,7.903999999999999,6.751333333333332,7.903999999999999,,,uniform_valid_grid_to_video_duration
06,audio,0.014437926933169365,2,36,40,4,0.24170929193496704,0.0011242241598665714,1.3223124742507935,5.928,6.586666666666666,5.928,6.586666666666666,,,uniform_valid_grid_to_video_duration
06,vision,0.3686322569847107,1,8,13,5,0.23855814337730408,0.03821134194731712,1.6010326147079468,1.3173333333333332,2.1406666666666663,,,,outputs/q3/evidence_frames/06_vision_rank1.jpg,uniform_valid_grid_to_video_duration
06,vision,0.3686322569847107,2,0,4,4,0.24029111862182617,0.03366342931985855,1.1565015316009521,0.0,0.6586666666666666,,,,outputs/q3/evidence_frames/06_vision_rank2.jpg,uniform_valid_grid_to_video_duration
07,text,0.8699989914894104,1,19,24,5,0.24202728271484375,0.01987076736986637,1.068087100982666,8.094,10.224,,,"growing the hobby , the future",,uniform_valid_grid_to_video_duration
07,text,0.8699989914894104,2,0,2,2,0.2545662224292755,0.013735784217715263,0.7282722592353821,0.0,0.852,,,As Linn ’,,uniform_valid_grid_to_video_duration
07,audio,0.0018491444643586874,1,49,50,1,0.24898508191108704,0.0002080559788737446,1.0,20.874000000000002,21.3,20.874000000000002,21.3,,,uniform_valid_grid_to_video_duration
07,audio,0.0018491444643586874,2,0,3,3,0.24312400817871094,0.00014468564768321812,0.9491251707077026,0.0,1.278,0.0,1.278,,,uniform_valid_grid_to_video_duration
07,vision,0.1281518042087555,1,38,42,4,0.26510459184646606,0.00211317534558475,0.798421323299408,16.188,17.892,,,,outputs/q3/evidence_frames/07_vision_rank1.jpg,uniform_valid_grid_to_video_duration
07,vision,0.1281518042087555,2,2,3,1,0.2567925453186035,0.007923548109829426,0.6000000238418579,0.852,1.278,,,,outputs/q3/evidence_frames/07_vision_rank2.jpg,uniform_valid_grid_to_video_duration
08,text,0.35064277052879333,1,0,2,2,0.2461443841457367,0.03337614983320236,1.2592905759811401,0.0,0.19866666666666666,,,That,,uniform_valid_grid_to_video_duration
08,text,0.35064277052879333,2,10,12,2,0.2362881600856781,0.004686095751821995,0.3023623824119568,0.9933333333333334,1.192,,,us,,uniform_valid_grid_to_video_duration
08,audio,0.0980423241853714,1,12,18,6,0.23542945086956024,0.0036775122862309217,1.6252825260162354,1.192,1.788,1.192,1.788,,,uniform_valid_grid_to_video_duration
08,audio,0.0980423241853714,2,28,30,2,0.2364177405834198,0.003878534073010087,1.1421549320220947,2.7813333333333334,2.98,2.7813333333333334,2.98,,,uniform_valid_grid_to_video_duration
08,vision,0.5513148903846741,1,41,43,2,0.24114730954170227,0.08376793563365936,0.9561362862586975,4.072666666666667,4.271333333333334,,,,outputs/q3/evidence_frames/08_vision_rank1.jpg,uniform_valid_grid_to_video_duration
08,vision,0.5513148903846741,2,0,2,2,0.2458813339471817,0.07566644251346588,0.8592820763587952,0.0,0.19866666666666666,,,,outputs/q3/evidence_frames/08_vision_rank2.jpg,uniform_valid_grid_to_video_duration
09,text,0.9869473576545715,1,6,11,5,0.27714118361473083,0.002732540015131235,1.2535550594329834,0.604,1.1073333333333333,,,) I,,uniform_valid_grid_to_video_duration
09,text,0.9869473576545715,2,36,40,4,0.27420806884765625,0.0029131355695426464,1.1226544380187988,3.6239999999999997,4.026666666666666,,,I would,,uniform_valid_grid_to_video_duration
09,audio,0.001458834740333259,1,42,45,3,0.2370995134115219,0.00016992092423606664,1.308466911315918,4.228,4.53,4.228,4.53,,,uniform_valid_grid_to_video_duration
09,audio,0.001458834740333259,2,46,48,2,0.23745010793209076,0.00017007588758133352,1.1294463872909546,4.6306666666666665,4.832,4.6306666666666665,4.832,,,uniform_valid_grid_to_video_duration
09,vision,0.011593768373131752,1,1,13,12,0.2750208079814911,0.002564464695751667,2.2296411991119385,0.10066666666666667,1.3086666666666666,,,,outputs/q3/evidence_frames/09_vision_rank1.jpg,uniform_valid_grid_to_video_duration
10,text,0.9839097261428833,1,26,30,4,0.24660983681678772,0.041002705693244934,1.093559980392456,5.113333333333333,5.9,,,sometimes so I,,uniform_valid_grid_to_video_duration
10,text,0.9839097261428833,2,12,15,3,0.25034767389297485,0.012991341762244701,0.6076210737228394,2.36,2.95,,,I really do,,uniform_valid_grid_to_video_duration
10,audio,0.0031342145521193743,1,38,47,9,0.2380814552307129,0.00038896710611879826,2.1679885387420654,7.473333333333334,9.243333333333334,7.473333333333334,9.243333333333334,,,uniform_valid_grid_to_video_duration
10,audio,0.0031342145521193743,2,48,49,1,0.23692691326141357,0.0003954768180847168,0.6716396808624268,9.44,9.636666666666667,9.44,9.636666666666667,,,uniform_valid_grid_to_video_duration
10,vision,0.012956042774021626,1,0,3,3,0.254969984292984,0.0015567210502922535,1.2999919652938843,0.0,0.59,,,,outputs/q3/evidence_frames/10_vision_rank1.jpg,uniform_valid_grid_to_video_duration
10,vision,0.012956042774021626,2,33,37,4,0.2504945397377014,0.0015905260806903243,1.076249599456787,6.49,7.276666666666667,,,,outputs/q3/evidence_frames/10_vision_rank2.jpg,uniform_valid_grid_to_video_duration
11,text,0.9562204480171204,1,0,3,3,0.24852554500102997,0.04388607665896416,0.8286435604095459,0.0,0.348,,,I,,uniform_valid_grid_to_video_duration
11,text,0.9562204480171204,2,5,11,6,0.23942582309246063,0.02719348669052124,0.5950425863265991,0.58,1.276,,,would be ashamed,,uniform_valid_grid_to_video_duration
11,audio,0.008265773765742779,1,46,48,2,0.22845584154129028,0.0006539821624755859,0.9669010639190674,5.336,5.568,5.336,5.568,,,uniform_valid_grid_to_video_duration
11,audio,0.008265773765742779,2,21,23,2,0.22797416150569916,0.0006543815252371132,0.9044684171676636,2.436,2.668,2.436,2.668,,,uniform_valid_grid_to_video_duration
11,vision,0.035513732582330704,1,1,4,3,0.2434406280517578,0.00511008920148015,1.346922516822815,0.11599999999999999,0.46399999999999997,,,,outputs/q3/evidence_frames/11_vision_rank1.jpg,uniform_valid_grid_to_video_duration
11,vision,0.035513732582330704,2,9,15,6,0.24110311269760132,0.00409705238416791,1.0150729417800903,1.0439999999999998,1.74,,,,outputs/q3/evidence_frames/11_vision_rank2.jpg,uniform_valid_grid_to_video_duration
12,text,0.8913063406944275,1,14,17,3,0.25474148988723755,0.01946682296693325,1.0728545188903809,3.6213333333333333,4.397333333333333,,,usually by no,,uniform_valid_grid_to_video_duration
12,text,0.8913063406944275,2,18,19,1,0.2531740367412567,0.02638591267168522,0.7624287009239197,4.656000000000001,4.914666666666667,,,fault of,,uniform_valid_grid_to_video_duration
12,audio,0.006220541894435883,1,43,50,7,0.23848910629749298,0.0006612477591261268,1.8454768657684326,11.122666666666667,12.933333333333332,11.122666666666667,12.933333333333332,,,uniform_valid_grid_to_video_duration
12,audio,0.006220541894435883,2,0,1,1,0.23999743163585663,0.00021555027342401445,0.40627527236938477,0.0,0.25866666666666666,0.0,0.25866666666666666,,,uniform_valid_grid_to_video_duration
12,vision,0.10247315466403961,1,11,15,4,0.2562837600708008,0.0021486422047019005,1.3276972770690918,2.8453333333333335,3.88,,,,outputs/q3/evidence_frames/12_vision_rank1.jpg,uniform_valid_grid_to_video_duration
12,vision,0.10247315466403961,2,4,6,2,0.25603771209716797,0.0015203735092654824,0.5861155390739441,1.0346666666666666,1.5519999999999998,,,,outputs/q3/evidence_frames/12_vision_rank2.jpg,uniform_valid_grid_to_video_duration
13,text,0.5037403106689453,1,38,39,1,0.23820896446704865,0.01145528070628643,0.6837046146392822,6.586666666666666,6.76,,,two of,,uniform_valid_grid_to_video_duration
13,text,0.5037403106689453,2,28,30,2,0.2393924593925476,0.006665846332907677,0.6204609274864197,4.8533333333333335,5.2,,,can find,,uniform_valid_grid_to_video_duration
13,audio,0.03233427181839943,1,43,50,7,0.23795552551746368,0.0007410213584080338,1.8288322687149048,7.453333333333332,8.666666666666666,7.453333333333332,8.666666666666666,,,uniform_valid_grid_to_video_duration
13,audio,0.03233427181839943,2,35,36,1,0.23750677704811096,0.000783177965786308,0.7139840126037598,6.066666666666666,6.24,6.066666666666666,6.24,,,uniform_valid_grid_to_video_duration
13,vision,0.46392542123794556,1,21,24,3,0.23303985595703125,0.05234437808394432,0.8221340775489807,3.64,4.16,,,,outputs/q3/evidence_frames/13_vision_rank1.jpg,uniform_valid_grid_to_video_duration
13,vision,0.46392542123794556,2,8,9,1,0.2314985990524292,0.0523744560778141,0.6254150867462158,1.3866666666666665,1.56,,,,outputs/q3/evidence_frames/13_vision_rank2.jpg,uniform_valid_grid_to_video_duration
14,text,0.9041145443916321,1,28,29,1,0.2763121426105499,0.01515719573944807,0.712055504322052,5.749333333333334,5.954666666666667,,,Uniform,,uniform_valid_grid_to_video_duration
14,text,0.9041145443916321,2,12,13,1,0.25977906584739685,0.023060806095600128,0.6136347651481628,2.4640000000000004,2.6693333333333333,,,Rossen and,,uniform_valid_grid_to_video_duration
14,audio,0.008844527415931225,1,36,39,3,0.24845749139785767,0.000573834462556988,1.068006992340088,7.392,8.008000000000001,7.392,8.008000000000001,,,uniform_valid_grid_to_video_duration
14,audio,0.008844527415931225,2,41,43,2,0.2482406497001648,0.0006418854463845491,0.9354379773139954,8.418666666666669,8.829333333333334,8.418666666666669,8.829333333333334,,,uniform_valid_grid_to_video_duration
14,vision,0.08704093098640442,1,33,34,1,0.2497795969247818,0.0038907350972294807,0.8115626573562622,6.776,6.9813333333333345,,,,outputs/q3/evidence_frames/14_vision_rank1.jpg,uniform_valid_grid_to_video_duration
14,vision,0.08704093098640442,2,10,12,2,0.24855521321296692,0.003520802827551961,0.8112238049507141,2.0533333333333332,2.4640000000000004,,,,outputs/q3/evidence_frames/14_vision_rank2.jpg,uniform_valid_grid_to_video_duration
15,text,0.8294603824615479,1,48,50,2,0.2508210241794586,0.014829440042376518,0.766435444355011,7.04,7.333333333333332,,,lives,,uniform_valid_grid_to_video_duration
15,text,0.8294603824615479,2,33,39,6,0.25276193022727966,0.006615672260522842,0.5955982208251953,4.84,5.72,,,believed in its,,uniform_valid_grid_to_video_duration
15,audio,0.012663861736655235,1,33,41,8,0.2406698614358902,0.0006352266063913703,1.975455403327942,4.84,6.013333333333333,4.84,6.013333333333333,,,uniform_valid_grid_to_video_duration
15,audio,0.012663861736655235,2,28,29,1,0.24130721390247345,0.0006320476531982422,0.7621458172798157,4.1066666666666665,4.253333333333333,4.1066666666666665,4.253333333333333,,,uniform_valid_grid_to_video_duration
15,vision,0.15787577629089355,1,2,3,1,0.2570956349372864,0.00781288929283619,0.668130099773407,0.29333333333333333,0.44,,,,outputs/q3/evidence_frames/15_vision_rank1.jpg,uniform_valid_grid_to_video_duration
15,vision,0.15787577629089355,2,6,7,1,0.2611326575279236,0.006377740763127804,0.6643043756484985,0.88,1.0266666666666666,,,,outputs/q3/evidence_frames/15_vision_rank2.jpg,uniform_valid_grid_to_video_duration
16,text,0.9904719591140747,1,4,7,3,0.27308622002601624,0.0036344584077596664,0.9806517958641052,0.248,0.434,,,It ',,uniform_valid_grid_to_video_duration
16,text,0.9904719591140747,2,8,12,4,0.28302520513534546,0.0026484858244657516,0.9764795303344727,0.496,0.7440000000000001,,,' s,,uniform_valid_grid_to_video_duration
16,audio,0.0018805621657520533,1,19,21,2,0.24852600693702698,0.00021429260959848762,1.14989173412323,1.178,1.3020000000000003,1.178,1.3020000000000003,,,uniform_valid_grid_to_video_duration
16,audio,0.0018805621657520533,2,44,46,2,0.24820905923843384,0.0002132058289134875,1.088936686515808,2.728,2.852,2.728,2.852,,,uniform_valid_grid_to_video_duration
16,vision,0.007647525519132614,1,23,25,2,0.26183047890663147,0.002594979479908943,0.8800087571144104,1.426,1.55,,,,outputs/q3/evidence_frames/16_vision_rank1.jpg,uniform_valid_grid_to_video_duration
16,vision,0.007647525519132614,2,44,46,2,0.26153695583343506,0.0025993925519287586,0.8659117221832275,2.728,2.852,,,,outputs/q3/evidence_frames/16_vision_rank2.jpg,uniform_valid_grid_to_video_duration
17,text,0.9845162034034729,1,36,47,11,0.27870023250579834,0.005398533772677183,1.647050380706787,6.935999999999999,9.055333333333333,,,you turned into a design guru,,uniform_valid_grid_to_video_duration
17,text,0.9845162034034729,2,0,1,1,0.2903643846511841,0.006077790632843971,0.7735456228256226,0.0,0.19266666666666665,,,Applying,,uniform_valid_grid_to_video_duration
17,audio,0.0004203762800898403,1,35,44,9,0.24638350307941437,0.00015871349023655057,2.0577778816223145,6.743333333333332,8.477333333333334,6.743333333333332,8.477333333333334,,,uniform_valid_grid_to_video_duration
17,audio,0.0004203762800898403,2,48,49,1,0.24491313099861145,0.00016433000564575195,0.572203516960144,9.248,9.440666666666665,9.248,9.440666666666665,,,uniform_valid_grid_to_video_duration
17,vision,0.015063483268022537,1,7,8,1,0.26581519842147827,0.0014377793995663524,0.6244605779647827,1.3486666666666667,1.5413333333333332,,,,outputs/q3/evidence_frames/17_vision_rank1.jpg,uniform_valid_grid_to_video_duration
17,vision,0.015063483268022537,2,23,24,1,0.2655280828475952,0.001404237817041576,0.5880013704299927,4.431333333333333,4.624,,,,outputs/q3/evidence_frames/17_vision_rank2.jpg,uniform_valid_grid_to_video_duration
18,text,0.7485104203224182,1,40,42,2,0.2484763264656067,0.011640213429927826,0.8357053399085999,14.96,15.708,,,on mackerel,,uniform_valid_grid_to_video_duration
18,text,0.7485104203224182,2,8,11,3,0.25638270378112793,0.004605162423104048,0.7164762616157532,2.992,4.114,,,Cod fishery has,,uniform_valid_grid_to_video_duration
18,audio,0.008599989116191864,1,0,2,2,0.23373322188854218,0.000972062349319458,1.0400346517562866,0.0,0.748,0.0,0.748,,,uniform_valid_grid_to_video_duration
18,audio,0.008599989116191864,2,45,50,5,0.23347215354442596,0.0003961996117141098,0.8284557461738586,16.83,18.7,16.83,18.7,,,uniform_valid_grid_to_video_duration
18,vision,0.2428896129131317,1,42,44,2,0.23610979318618774,0.004918442107737064,0.7954192757606506,15.708,16.456,,,,outputs/q3/evidence_frames/18_vision_rank1.jpg,uniform_valid_grid_to_video_duration
18,vision,0.2428896129131317,2,46,47,1,0.23436129093170166,0.005363921634852886,0.6000000238418579,17.203999999999997,17.578,,,,outputs/q3/evidence_frames/18_vision_rank2.jpg,uniform_valid_grid_to_video_duration
19,text,0.9323573112487793,1,3,6,3,0.23905499279499054,0.010314344428479671,0.8910434246063232,0.818,1.636,,,surprisingly forgiving brands,,uniform_valid_grid_to_video_duration
19,text,0.9323573112487793,2,38,39,1,0.23470363020896912,0.021410983055830002,0.7165527939796448,10.361333333333333,10.633999999999999,,,", but",,uniform_valid_grid_to_video_duration
19,audio,0.008382804691791534,1,46,50,4,0.2423017919063568,0.00021443863806780428,1.5087125301361084,12.542666666666667,13.633333333333333,12.542666666666667,13.633333333333333,,,uniform_valid_grid_to_video_duration
19,audio,0.008382804691791534,2,40,44,4,0.2409558892250061,0.0001756938872858882,1.1614357233047485,10.906666666666665,11.997333333333334,10.906666666666665,11.997333333333334,,,uniform_valid_grid_to_video_duration
19,vision,0.05925993248820305,1,6,14,8,0.26686564087867737,0.0032203104346990585,1.7373456954956055,1.636,3.8173333333333335,,,,outputs/q3/evidence_frames/19_vision_rank1.jpg,uniform_valid_grid_to_video_duration
19,vision,0.05925993248820305,2,1,2,1,0.26336318254470825,0.0035149366594851017,0.5588127970695496,0.27266666666666667,0.5453333333333333,,,,outputs/q3/evidence_frames/19_vision_rank2.jpg,uniform_valid_grid_to_video_duration
20,text,0.9827028512954712,1,0,2,2,0.2612594664096832,0.020028509199619293,1.109372854232788,0.0,0.4346666666666667,,,And of,,uniform_valid_grid_to_video_duration
20,text,0.9827028512954712,2,17,19,2,0.24824482202529907,0.014338744804263115,0.676446259021759,3.694666666666667,4.129333333333333,,,"for more ,",,uniform_valid_grid_to_video_duration
20,audio,0.0035094821359962225,1,44,50,6,0.24607352912425995,0.00020513137860689312,1.7718596458435059,9.562666666666667,10.866666666666667,9.562666666666667,10.866666666666667,,,uniform_valid_grid_to_video_duration
20,audio,0.0035094821359962225,2,0,1,1,0.24795877933502197,6.845395546406507e-05,0.4536028504371643,0.0,0.21733333333333335,0.0,0.21733333333333335,,,uniform_valid_grid_to_video_duration
20,vision,0.01378763746470213,1,0,1,1,0.2563765048980713,0.0016128977295011282,0.9439444541931152,0.0,0.21733333333333335,,,,outputs/q3/evidence_frames/20_vision_rank1.jpg,uniform_valid_grid_to_video_duration
20,vision,0.01378763746470213,2,13,16,3,0.2477368712425232,0.0014958158135414124,0.9113896489143372,2.8253333333333335,3.4773333333333336,,,,outputs/q3/evidence_frames/20_vision_rank2.jpg,uniform_valid_grid_to_video_duration
