sample_id,modality,modality_importance,rank,grid_start,grid_end_exclusive,span_length,mean_gate,mean_occlusion,evidence_score,gate_score,occlusion_magnitude,classification_signed_effect,regression_signed_effect,evidence_direction,start_sec_approx,end_sec_approx,audio_start_sec_approx,audio_end_sec_approx,text_fragment_approx,keyframe_path,mapping_method
02,vision,0.6226187348365784,1,39,43,4,0.5286316871643066,0.02257002331316471,1.2539132833480835,0.5286316871643066,0.02257002331316471,0.027834422886371613,-0.0880405381321907,supportive,2.6260000000000003,2.8953333333333338,,,,outputs/q3_v2/attachment4/evidence_frames/02_vision_rank1.jpg,uniform_valid_grid_to_video_duration
02,vision,0.6226187348365784,2,46,48,2,0.5327562093734741,0.022533494979143143,1.0221201181411743,0.5327562093734741,0.022533494979143143,0.027829498052597046,-0.08753693103790283,supportive,3.0973333333333333,3.2319999999999998,,,,outputs/q3_v2/attachment4/evidence_frames/02_vision_rank2.jpg,uniform_valid_grid_to_video_duration
03,text,0.6979679465293884,1,40,50,10,0.5104536414146423,0.0038867820985615253,1.5113245248794556,0.5104536414146423,0.0038867820985615253,-0.0023231327068060637,-0.0356181263923645,contradictory,7.706666666666666,9.633333333333333,,,they take rental yield into account .,,uniform_valid_grid_to_video_duration
03,text,0.6979679465293884,2,0,1,1,0.5298768281936646,0.001922273775562644,0.4011012613773346,0.5298768281936646,0.001922273775562644,-0.0014430880546569824,-0.015846312046051025,contradictory,0.0,0.19266666666666665,,,There,,uniform_valid_grid_to_video_duration
03,audio,0.08752339333295822,1,34,40,6,0.6513885259628296,0.001622192095965147,1.4879424571990967,0.6513885259628296,0.001622192095965147,0.002383490325883031,-0.002881464781239629,supportive,6.550666666666666,7.706666666666666,6.550666666666666,7.706666666666666,,,uniform_valid_grid_to_video_duration
03,audio,0.08752339333295822,2,42,46,4,0.6499063968658447,0.001651856116950512,1.155554175376892,0.6499063968658447,0.001651856116950512,0.0024130791425704956,-0.003060128539800644,supportive,8.091999999999999,8.862666666666666,8.091999999999999,8.862666666666666,,,uniform_valid_grid_to_video_duration
03,vision,0.21450866758823395,1,32,34,2,0.5339901447296143,0.0038104357663542032,1.2526549100875854,0.5339901447296143,0.0038104357663542032,0.005820125341415405,0.004775404930114746,supportive,6.165333333333333,6.550666666666666,,,,outputs/q3_v2/attachment4/evidence_frames/03_vision_rank1.jpg,uniform_valid_grid_to_video_duration
03,vision,0.21450866758823395,2,35,39,4,0.5129067897796631,0.003889223327860236,1.2431524991989136,0.5129067897796631,0.003889223327860236,0.0063292235136032104,-0.0013753361999988556,supportive,6.743333333333332,7.513999999999999,,,,outputs/q3_v2/attachment4/evidence_frames/03_vision_rank2.jpg,uniform_valid_grid_to_video_duration
04,text,0.6548501253128052,1,11,14,3,0.46817049384117126,0.08088523149490356,1.0456011295318604,0.46817049384117126,0.08088523149490356,0.10994765907526016,-0.22374951839447021,mixed,1.518,1.9320000000000002,,,the team exercise,,uniform_valid_grid_to_video_duration
04,text,0.6548501253128052,2,2,3,1,0.46704351902008057,0.08421552181243896,0.6204944849014282,0.46704351902008057,0.08421552181243896,0.11516013741493225,-0.22679150104522705,mixed,0.276,0.41400000000000003,,,I,,uniform_valid_grid_to_video_duration
04,audio,0.03172440454363823,1,41,42,1,0.6804271340370178,0.0005304405931383371,0.9047907590866089,0.6804271340370178,0.0005304405931383371,-0.0005833804607391357,-0.002706184983253479,contradictory,5.658,5.796,5.658,5.796,,,uniform_valid_grid_to_video_duration
04,audio,0.03172440454363823,2,43,45,2,0.6751617193222046,0.0005281826015561819,0.8717296719551086,0.6751617193222046,0.0005281826015561819,-0.0006140321493148804,-0.0023964494466781616,contradictory,5.934,6.21,5.934,6.21,,,uniform_valid_grid_to_video_duration
04,vision,0.3134254217147827,1,1,6,5,0.5062757730484009,0.002604945795610547,1.146855115890503,0.5062757730484009,0.002604945795610547,0.003765994217246771,-0.000829291355330497,supportive,0.138,0.8280000000000001,,,,outputs/q3_v2/attachment4/evidence_frames/04_vision_rank1.jpg,uniform_valid_grid_to_video_duration
04,vision,0.3134254217147827,2,7,8,1,0.498026043176651,0.005292956251651049,0.7490867972373962,0.498026043176651,0.005292956251651049,-0.004284322261810303,0.040835440158843994,contradictory,0.9660000000000001,1.104,,,,outputs/q3_v2/attachment4/evidence_frames/04_vision_rank2.jpg,uniform_valid_grid_to_video_duration
05,text,0.38881418108940125,1,37,42,5,0.3947167992591858,0.014335843734443188,1.1239373683929443,0.3947167992591858,0.014335843734443188,-0.021445821970701218,-0.02202526293694973,contradictory,4.513999999999999,5.124,,,Red Wagon,,uniform_valid_grid_to_video_duration
05,text,0.38881418108940125,2,0,1,1,0.4421321153640747,0.02310691773891449,1.0,0.4421321153640747,0.02310691773891449,0.03124302625656128,0.06541651487350464,supportive,0.0,0.122,,,Hi,,uniform_valid_grid_to_video_duration
05,audio,0.05339834839105606,1,36,37,1,0.641781210899353,0.000679747317917645,0.8928414583206177,0.641781210899353,0.000679747317917645,-0.0009458661079406738,-0.0016834139823913574,contradictory,4.3919999999999995,4.513999999999999,4.3919999999999995,4.513999999999999,,,uniform_valid_grid_to_video_duration
05,audio,0.05339834839105606,2,48,49,1,0.6376323103904724,0.0007234732620418072,0.7916579246520996,0.6376323103904724,0.0007234732620418072,-0.0009967684745788574,-0.0018811821937561035,contradictory,5.855999999999999,5.978,5.855999999999999,5.978,,,uniform_valid_grid_to_video_duration
05,vision,0.5577874183654785,1,12,16,4,0.46814125776290894,0.007131719030439854,1.1106849908828735,0.46814125776290894,0.007131719030439854,-0.01110278069972992,-0.00449708104133606,contradictory,1.4639999999999997,1.952,,,,outputs/q3_v2/attachment4/evidence_frames/05_vision_rank1.jpg,uniform_valid_grid_to_video_duration
05,vision,0.5577874183654785,2,0,1,1,0.45189955830574036,0.009615103714168072,0.6000000238418579,0.45189955830574036,0.009615103714168072,0.011647164821624756,0.0394020676612854,supportive,0.0,0.122,,,,outputs/q3_v2/attachment4/evidence_frames/05_vision_rank2.jpg,uniform_valid_grid_to_video_duration
06,text,0.5573998093605042,1,39,50,11,0.4994644820690155,0.008913605473935604,1.4937002658843994,0.4994644820690155,0.008913605473935604,0.011576327495276928,0.029517119750380516,supportive,6.422,8.233333333333333,,,to check out this movie solely for that,,uniform_valid_grid_to_video_duration
06,text,0.5573998093605042,2,0,1,1,0.5341209173202515,0.020559299737215042,1.0,0.5341209173202515,0.020559299737215042,0.027079999446868896,0.06466948986053467,supportive,0.0,0.16466666666666666,,,If,,uniform_valid_grid_to_video_duration
06,audio,0.00853196531534195,1,41,50,9,0.664330244064331,0.0005270923138596117,1.5901048183441162,0.664330244064331,0.0005270923138596117,0.0006815592641942203,0.0017723507480695844,supportive,6.751333333333332,8.233333333333333,6.751333333333332,8.233333333333333,,,uniform_valid_grid_to_video_duration
06,audio,0.00853196531534195,2,39,40,1,0.6572015285491943,0.0006806214805692434,0.6000000238418579,0.6572015285491943,0.0006806214805692434,0.0008324980735778809,0.00271683931350708,supportive,6.422,6.586666666666666,6.422,6.586666666666666,,,uniform_valid_grid_to_video_duration
06,vision,0.4340682923793793,1,37,42,5,0.5931938886642456,0.030327558517456055,2.0682883262634277,0.5931938886642456,0.030327558517456055,-0.040129173547029495,-0.09375077486038208,contradictory,6.092666666666666,6.9159999999999995,,,,outputs/q3_v2/attachment4/evidence_frames/06_vision_rank1.jpg,uniform_valid_grid_to_video_duration
06,vision,0.4340682923793793,2,43,47,4,0.5888327360153198,0.030350588262081146,1.559633731842041,0.5888327360153198,0.030350588262081146,-0.040141746401786804,-0.09398308396339417,contradictory,7.080666666666666,7.739333333333333,,,,outputs/q3_v2/attachment4/evidence_frames/06_vision_rank2.jpg,uniform_valid_grid_to_video_duration
07,text,0.8349186182022095,1,19,23,4,0.421689510345459,0.02558158151805401,1.2756571769714355,0.421689510345459,0.02558158151805401,0.031364262104034424,0.10144533216953278,supportive,8.094,9.798,,,"growing the hobby , the",,uniform_valid_grid_to_video_duration
07,text,0.8349186182022095,2,0,2,2,0.4621584415435791,0.013997950591146946,0.7807767391204834,0.4621584415435791,0.013997950591146946,0.016803711652755737,0.05873584747314453,supportive,0.0,0.852,,,As Linn ’,,uniform_valid_grid_to_video_duration
07,audio,0.0006349548930302262,1,49,50,1,0.6321580410003662,0.00022219419770408422,1.0,0.6321580410003662,0.00022219419770408422,0.00011283159255981445,0.0023174285888671875,supportive,20.874000000000002,21.3,20.874000000000002,21.3,,,uniform_valid_grid_to_video_duration
07,audio,0.0006349548930302262,2,0,1,1,0.6234413385391235,0.00017767748795449734,0.7773997783660889,0.6234413385391235,0.00017767748795449734,8.022785186767578e-05,0.0019431114196777344,supportive,0.0,0.426,0.0,0.426,,,uniform_valid_grid_to_video_duration
07,vision,0.1644463837146759,1,0,4,4,0.5057534575462341,0.007796987425535917,1.2615323066711426,0.5057534575462341,0.007796987425535917,-0.009638071060180664,-0.0302121639251709,contradictory,0.0,1.704,,,,outputs/q3_v2/attachment4/evidence_frames/07_vision_rank1.jpg,uniform_valid_grid_to_video_duration
07,vision,0.1644463837146759,2,5,7,2,0.4841424524784088,0.00950278714299202,0.8777507543563843,0.4841424524784088,0.00950278714299202,-0.01181444525718689,-0.03621178865432739,contradictory,2.13,2.9819999999999998,,,,outputs/q3_v2/attachment4/evidence_frames/07_vision_rank2.jpg,uniform_valid_grid_to_video_duration
08,text,0.40127328038215637,1,0,1,1,0.41294240951538086,0.02721075341105461,1.0,0.41294240951538086,0.02721075341105461,0.03768777847290039,0.06897127628326416,supportive,0.0,0.09933333333333333,,,That,,uniform_valid_grid_to_video_duration
08,text,0.40127328038215637,2,29,38,9,0.3776856064796448,0.003811845788732171,0.38361722230911255,0.3776856064796448,0.003811845788732171,0.0047391983680427074,0.014524896629154682,supportive,2.8806666666666665,3.774666666666667,,,the Universal Design,,uniform_valid_grid_to_video_duration
08,audio,0.026685025542974472,1,35,39,4,0.6527045369148254,0.0008878797525539994,1.1238561868667603,0.6527045369148254,0.0008878797525539994,-0.001337885856628418,-0.0012772232294082642,contradictory,3.476666666666667,3.8740000000000006,3.476666666666667,3.8740000000000006,,,uniform_valid_grid_to_video_duration
08,audio,0.026685025542974472,2,28,30,2,0.655144453048706,0.0008858939399942756,0.9578285813331604,0.655144453048706,0.0008858939399942756,-0.0013258159160614014,-0.0013560652732849121,contradictory,2.7813333333333334,2.98,2.7813333333333334,2.98,,,uniform_valid_grid_to_video_duration
08,vision,0.5720418095588684,1,40,43,3,0.514122724533081,0.06198936700820923,1.524551272392273,0.514122724533081,0.06198936700820923,-0.08465510606765747,-0.16794444620609283,contradictory,3.9733333333333336,4.271333333333334,,,,outputs/q3_v2/attachment4/evidence_frames/08_vision_rank1.jpg,uniform_valid_grid_to_video_duration
08,vision,0.5720418095588684,2,45,47,2,0.5120998620986938,0.062006011605262756,1.1655467748641968,0.5120998620986938,0.062006011605262756,-0.08467212319374084,-0.16804105043411255,contradictory,4.47,4.668666666666667,,,,outputs/q3_v2/attachment4/evidence_frames/08_vision_rank2.jpg,uniform_valid_grid_to_video_duration
09,text,0.9354352355003357,1,35,45,10,0.7560244798660278,0.004125979728996754,1.5760947465896606,0.7560244798660278,0.004125979728996754,0.003737491322681308,-0.028252268210053444,supportive,3.523333333333333,4.53,,,", I would not recommend",,uniform_valid_grid_to_video_duration
09,text,0.9354352355003357,2,46,47,1,0.7647648453712463,0.003590742824599147,0.36109107732772827,0.7647648453712463,0.003590742824599147,0.003556489944458008,-0.021852731704711914,supportive,4.6306666666666665,4.731333333333334,,,recommend,,uniform_valid_grid_to_video_duration
09,audio,0.014909016899764538,1,40,45,5,0.6136875152587891,0.00043574656592682004,1.7205867767333984,0.6136875152587891,0.00043574656592682004,0.00019140243239235133,-0.004813575651496649,supportive,4.026666666666666,4.53,4.026666666666666,4.53,,,uniform_valid_grid_to_video_duration
09,audio,0.014909016899764538,2,46,49,3,0.6113724112510681,0.0004408253589645028,1.2052290439605713,0.6113724112510681,0.0004408253589645028,0.00019224484276492149,-0.004882176872342825,supportive,4.6306666666666665,4.932666666666666,4.6306666666666665,4.932666666666666,,,uniform_valid_grid_to_video_duration
09,vision,0.04965575784444809,1,3,14,11,0.6029367446899414,0.005232582334429026,2.0137293338775635,0.6029367446899414,0.005232582334429026,-0.0049997190944850445,0.033491265028715134,contradictory,0.302,1.4093333333333333,,,,outputs/q3_v2/attachment4/evidence_frames/09_vision_rank1.jpg,uniform_valid_grid_to_video_duration
09,vision,0.04965575784444809,2,48,49,1,0.5950076580047607,0.005362590774893761,0.4647583067417145,0.5950076580047607,0.005362590774893761,-0.005084991455078125,0.03467392921447754,contradictory,4.832,4.932666666666666,,,,outputs/q3_v2/attachment4/evidence_frames/09_vision_rank2.jpg,uniform_valid_grid_to_video_duration
10,text,0.9402256608009338,1,28,31,3,0.6617352962493896,0.04305631294846535,1.1022230386734009,0.6617352962493896,0.04305631294846535,0.04451954364776611,-0.2451688051223755,supportive,5.506666666666668,6.096666666666668,,,so I,,uniform_valid_grid_to_video_duration
10,text,0.9402256608009338,2,6,10,4,0.6629300713539124,0.009127148427069187,0.5179831981658936,0.6629300713539124,0.009127148427069187,-0.005140632390975952,0.07161617279052734,contradictory,1.18,1.9666666666666668,,,And you know,,uniform_valid_grid_to_video_duration
10,audio,0.015116296708583832,1,46,50,4,0.6127587556838989,0.0006635964382439852,1.527559757232666,0.6127587556838989,0.0006635964382439852,0.0003871321678161621,-0.006469756364822388,supportive,9.046666666666667,9.833333333333334,9.046666666666667,9.833333333333334,,,uniform_valid_grid_to_video_duration
10,audio,0.015116296708583832,2,37,41,4,0.6096346378326416,0.0007229616749100387,1.4559136629104614,0.6096346378326416,0.0007229616749100387,0.0004223436117172241,-0.007043331861495972,supportive,7.276666666666667,8.063333333333334,7.276666666666667,8.063333333333334,,,uniform_valid_grid_to_video_duration
10,vision,0.044658031314611435,1,32,37,5,0.5655887126922607,0.0053015295416116714,2.0600130558013916,0.5655887126922607,0.0053015295416116714,-0.00463912496343255,0.037770818918943405,contradictory,6.293333333333334,7.276666666666667,,,,outputs/q3_v2/attachment4/evidence_frames/10_vision_rank1.jpg,uniform_valid_grid_to_video_duration
10,vision,0.044658031314611435,2,44,47,3,0.5644440650939941,0.005310004577040672,1.5225569009780884,0.5644440650939941,0.005310004577040672,-0.004642228130251169,0.03787000849843025,contradictory,8.653333333333334,9.243333333333334,,,,outputs/q3_v2/attachment4/evidence_frames/10_vision_rank2.jpg,uniform_valid_grid_to_video_duration
11,text,0.8907713890075684,1,29,35,6,0.7134227156639099,0.02003224939107895,0.7849299311637878,0.7134227156639099,0.02003224939107895,0.02601381205022335,-0.06635940819978714,supportive,3.364,4.06,,,film if,,uniform_valid_grid_to_video_duration
11,text,0.8907713890075684,2,4,7,3,0.6962230205535889,0.05254445597529411,0.6805511713027954,0.6962230205535889,0.05254445597529411,0.06928817182779312,-0.1616356521844864,supportive,0.46399999999999997,0.812,,,would,,uniform_valid_grid_to_video_duration
11,audio,0.02696223370730877,1,21,23,2,0.6607494354248047,0.0010785441845655441,1.0240508317947388,0.6607494354248047,0.0010785441845655441,0.0009260177612304688,-0.007844001054763794,supportive,2.436,2.668,2.436,2.668,,,uniform_valid_grid_to_video_duration
11,audio,0.02696223370730877,2,37,39,2,0.6577903628349304,0.0010940234642475843,0.9611561894416809,0.6577903628349304,0.0010940234642475843,0.0009376108646392822,-0.007971853017807007,supportive,4.292,4.524,4.292,4.524,,,uniform_valid_grid_to_video_duration
11,vision,0.08226630091667175,1,41,46,5,0.6028027534484863,0.005107310600578785,1.721656322479248,0.6028027534484863,0.005107310600578785,-0.006426906678825617,-0.018767500296235085,contradictory,4.755999999999999,5.336,,,,outputs/q3_v2/attachment4/evidence_frames/11_vision_rank1.jpg,uniform_valid_grid_to_video_duration
11,vision,0.08226630091667175,2,18,21,3,0.6040086150169373,0.005114895757287741,1.4286830425262451,0.6040086150169373,0.005114895757287741,-0.006451865192502737,-0.018656650558114052,contradictory,2.0879999999999996,2.436,,,,outputs/q3_v2/attachment4/evidence_frames/11_vision_rank2.jpg,uniform_valid_grid_to_video_duration
12,text,0.914222776889801,1,41,42,1,0.69650799036026,0.031300321221351624,1.0,0.69650799036026,0.031300321221351624,0.03921651840209961,-0.11655616760253906,supportive,10.605333333333332,10.864,,,", and",,uniform_valid_grid_to_video_duration
12,text,0.914222776889801,2,32,35,3,0.6781711578369141,0.01854405365884304,0.7992179989814758,0.6781711578369141,0.01854405365884304,0.02355092763900757,-0.06620243936777115,supportive,8.277333333333333,9.053333333333335,,,", they have",,uniform_valid_grid_to_video_duration
12,audio,0.004369772970676422,1,42,50,8,0.6552599668502808,0.0006682262173853815,2.3664402961730957,0.6552599668502808,0.0006682262173853815,0.000215090811252594,-0.008087575435638428,supportive,10.864,12.933333333333332,10.864,12.933333333333332,,,uniform_valid_grid_to_video_duration
12,audio,0.004369772970676422,2,0,1,1,0.660533607006073,0.000255970167927444,0.5876438021659851,0.660533607006073,0.000255970167927444,8.83936882019043e-05,-0.0030440092086791992,supportive,0.0,0.25866666666666666,0.0,0.25866666666666666,,,uniform_valid_grid_to_video_duration
12,vision,0.08140736073255539,1,43,50,7,0.5969216227531433,0.0025815691333264112,2.378203868865967,0.5969216227531433,0.0025815691333264112,-0.004149981774389744,-0.0012655258178710938,contradictory,11.122666666666667,12.933333333333332,,,,outputs/q3_v2/attachment4/evidence_frames/12_vision_rank1.jpg,uniform_valid_grid_to_video_duration
12,vision,0.08140736073255539,2,35,36,1,0.48252198100090027,0.002557107014581561,0.5342540144920349,0.48252198100090027,0.002557107014581561,0.0028981566429138184,-0.012273192405700684,supportive,9.053333333333335,9.312000000000001,,,,outputs/q3_v2/attachment4/evidence_frames/12_vision_rank2.jpg,uniform_valid_grid_to_video_duration
13,text,0.360833078622818,1,36,41,5,0.4504093527793884,0.01169721782207489,1.7645543813705444,0.4504093527793884,0.01169721782207489,0.016447817906737328,-0.02742789126932621,mixed,6.24,7.1066666666666665,,,any two of the,,uniform_valid_grid_to_video_duration
13,text,0.360833078622818,2,46,50,4,0.4425669312477112,0.007323373109102249,0.9782970547676086,0.4425669312477112,0.007323373109102249,0.010403826832771301,-0.016216151416301727,mixed,7.973333333333333,8.666666666666666,,,or more .,,uniform_valid_grid_to_video_duration
13,audio,0.07410670816898346,1,36,41,5,0.68486487865448,0.0012029316276311874,1.6070772409439087,0.68486487865448,0.0012029316276311874,0.0016333103412762284,-0.003344181226566434,supportive,6.24,7.1066666666666665,6.24,7.1066666666666665,,,uniform_valid_grid_to_video_duration
13,audio,0.07410670816898346,2,45,50,5,0.6869931221008301,0.0011184102622792125,1.585780143737793,0.6869931221008301,0.0011184102622792125,0.0015115380520001054,-0.003172311233356595,supportive,7.8,8.666666666666666,7.8,8.666666666666666,,,uniform_valid_grid_to_video_duration
13,vision,0.5650601983070374,1,31,40,9,0.4951477646827698,0.04909944534301758,2.319355010986328,0.4951477646827698,0.04909944534301758,0.06476158648729324,-0.1536373347043991,mixed,5.373333333333332,6.933333333333333,,,,outputs/q3_v2/attachment4/evidence_frames/13_vision_rank1.jpg,uniform_valid_grid_to_video_duration
13,vision,0.5650601983070374,2,42,43,1,0.49220871925354004,0.0490909107029438,0.6527432203292847,0.49220871925354004,0.0490909107029438,0.06474322080612183,-0.1536746621131897,mixed,7.28,7.453333333333332,,,,outputs/q3_v2/attachment4/evidence_frames/13_vision_rank2.jpg,uniform_valid_grid_to_video_duration
14,text,0.5923594832420349,1,43,50,7,0.447063684463501,0.01446069311350584,1.3048967123031616,0.447063684463501,0.01446069311350584,0.02229940891265869,-0.016215715557336807,mixed,8.829333333333334,10.266666666666667,,,' s York University .,,uniform_valid_grid_to_video_duration
14,text,0.5923594832420349,2,39,40,1,0.4269993007183075,0.021201321855187416,0.6035748720169067,0.4269993007183075,0.021201321855187416,0.03216582536697388,-0.028527379035949707,mixed,8.008000000000001,8.213333333333333,,,at,,uniform_valid_grid_to_video_duration
14,audio,0.051884446293115616,1,41,45,4,0.6490618586540222,0.0017110089538618922,1.4761013984680176,0.6490618586540222,0.0017110089538618922,0.002566814422607422,0.0025638043880462646,supportive,8.418666666666669,9.240000000000002,8.418666666666669,9.240000000000002,,,uniform_valid_grid_to_video_duration
14,audio,0.051884446293115616,2,36,40,4,0.6507318019866943,0.0014977857936173677,1.2301676273345947,0.6507318019866943,0.0014977857936173677,0.002228967845439911,0.002406075596809387,supportive,7.392,8.213333333333333,7.392,8.213333333333333,,,uniform_valid_grid_to_video_duration
14,vision,0.35575610399246216,1,36,38,2,0.4106774628162384,0.0020889155566692352,0.7637459635734558,0.4106774628162384,0.0020889155566692352,-0.0016252845525741577,0.01670616865158081,contradictory,7.392,7.802666666666668,,,,outputs/q3_v2/attachment4/evidence_frames/14_vision_rank1.jpg,uniform_valid_grid_to_video_duration
14,vision,0.35575610399246216,2,43,50,7,0.40793487429618835,0.0009048780775628984,0.5632146596908569,0.40793487429618835,0.0009048780775628984,-7.203646964626387e-05,0.012804985046386719,contradictory,8.829333333333334,10.266666666666667,,,,outputs/q3_v2/attachment4/evidence_frames/14_vision_rank2.jpg,uniform_valid_grid_to_video_duration
15,text,0.8272764086723328,1,33,39,6,0.5864741206169128,0.0061958543956279755,1.5445493459701538,0.5864741206169128,0.0061958543956279755,0.006381511688232422,0.03550420328974724,supportive,4.84,5.72,,,believed in its,,uniform_valid_grid_to_video_duration
15,text,0.8272764086723328,2,49,50,1,0.5603598356246948,0.010447422973811626,0.6437097191810608,0.5603598356246948,0.010447422973811626,0.011282682418823242,0.055167198181152344,supportive,7.1866666666666665,7.333333333333332,,,lives,,uniform_valid_grid_to_video_duration
15,audio,0.023933907970786095,1,28,32,4,0.6496158838272095,0.00041410326957702637,1.3604909181594849,0.6496158838272095,0.00041410326957702637,0.0005572736263275146,0.0011960864067077637,supportive,4.1066666666666665,4.693333333333333,4.1066666666666665,4.693333333333333,,,uniform_valid_grid_to_video_duration
15,audio,0.023933907970786095,2,33,36,3,0.6503960490226746,0.00041650005732662976,1.2416874170303345,0.6503960490226746,0.00041650005732662976,0.0005581577424891293,0.0012240806827321649,supportive,4.84,5.28,4.84,5.28,,,uniform_valid_grid_to_video_duration
15,vision,0.14878959953784943,1,22,28,6,0.5645777583122253,0.006148938089609146,1.9009957313537598,0.5645777583122253,0.006148938089609146,-0.005772878881543875,-0.020555993542075157,contradictory,3.226666666666666,4.1066666666666665,,,,outputs/q3_v2/attachment4/evidence_frames/15_vision_rank1.jpg,uniform_valid_grid_to_video_duration
15,vision,0.14878959953784943,2,31,34,3,0.5609976649284363,0.006592547986656427,1.3195750713348389,0.5609976649284363,0.006592547986656427,-0.007765630725771189,-0.02899754047393799,contradictory,4.546666666666666,4.986666666666666,,,,outputs/q3_v2/attachment4/evidence_frames/15_vision_rank2.jpg,uniform_valid_grid_to_video_duration
16,text,0.9480857253074646,1,3,7,4,0.7454664707183838,0.004503045696765184,1.1341789960861206,0.7454664707183838,0.004503045696765184,0.004978984594345093,-0.02273482084274292,supportive,0.18600000000000003,0.434,,,It ',,uniform_valid_grid_to_video_duration
16,text,0.9480857253074646,2,8,12,4,0.7475934028625488,0.0021966975182294846,0.5997291803359985,0.7475934028625488,0.0021966975182294846,0.002400636672973633,-0.011344730854034424,supportive,0.496,0.7440000000000001,,,' s,,uniform_valid_grid_to_video_duration
16,audio,0.01193434838205576,1,19,22,3,0.614570677280426,0.0005035347421653569,1.056831955909729,0.614570677280426,0.0005035347421653569,0.0001679261476965621,-0.006041685584932566,supportive,1.178,1.364,1.178,1.364,,,uniform_valid_grid_to_video_duration
16,audio,0.01193434838205576,2,23,25,2,0.6142656803131104,0.0005067507736384869,0.8598430752754211,0.6142656803131104,0.0005067507736384869,0.00016677379608154297,-0.006100296974182129,supportive,1.426,1.55,1.426,1.55,,,uniform_valid_grid_to_video_duration
16,vision,0.03997991234064102,1,38,43,5,0.5928014516830444,0.006500148680061102,1.9574922323226929,0.5928014516830444,0.006500148680061102,-0.0076670171692967415,0.028499078005552292,contradictory,2.356,2.6660000000000004,,,,outputs/q3_v2/attachment4/evidence_frames/16_vision_rank1.jpg,uniform_valid_grid_to_video_duration
16,vision,0.03997991234064102,2,12,14,2,0.5928728580474854,0.005772082135081291,1.0089168548583984,0.5928728580474854,0.005772082135081291,-0.007060885429382324,0.0230332612991333,contradictory,0.7440000000000001,0.868,,,,outputs/q3_v2/attachment4/evidence_frames/16_vision_rank2.jpg,uniform_valid_grid_to_video_duration
17,text,0.9155541658401489,1,37,47,10,0.5994107723236084,0.00652738381177187,1.8235373497009277,0.5994107723236084,0.00652738381177187,0.004865485243499279,0.054121386259794235,supportive,7.128666666666667,9.055333333333333,,,you turned into a design guru,,uniform_valid_grid_to_video_duration
